title,maingenre,popularity,budgetM,revenueM,profitM,release_date,runtime,vote_average,vote_count,Collection
Step Up 2: The Streets,Music,7.667579,23,151,128,2/14/2008,98,6.5,658,Step Up Collection
Happy Feet Two,Animation,9.141045,130,150,20,11/17/2011,100,5.8,381,Happy Feet Collection
The Taking of Pelham 1 2 3,Thriller,15.09911,100,150,50,6/11/2009,106,6.2,971,
Jack and Jill,Comedy,6.620033,79,150,71,11/11/2011,91,4,619,
The General's Daughter,Crime,14.039655,60,150,90,6/18/1999,116,6.1,209,
Broken Arrow,Action,14.957626,50,150,100,2/9/1996,108,5.7,459,
Star Trek: First Contact,Science Fiction,8.808497,46,150,104,11/21/1996,111,7,671,Star Trek: The Next Generation Collection
Friends with Benefits,Romance,10.009007,35,150,115,7/21/2011,109,6.5,2306,
Monkey King: Hero Is Back,Fantasy,3.759301,10,150,140,7/10/2015,89,7.5,58,
Surf's Up,Animation,11.526339,85,149,64,6/8/2007,85,5.9,616,"name': ""Surf's Up Collection"", "
Ghost Rider: Spirit of Vengeance,Action,9.421301,57,149,92,12/10/2011,95,4.7,1163,Ghost Rider Collection
Death Becomes Her,Fantasy,11.017417,55,149,94,7/30/1992,104,6.3,655,
"Me, Myself & Irene",Comedy,9.95456,51,149,98,6/22/2000,116,6.1,956,
Lone Survivor,Action,10.855502,40,149,109,12/24/2013,121,7.4,1549,
Beverly Hills Chihuahua,Adventure,9.569765,20,149,129,10/3/2008,91,4.9,217,Beverly Hills Chihuahua Collection
Lights Out,Horror,11.494907,5,149,144,7/21/2016,81,6.3,1174,
Seabiscuit,Drama,7.851669,87,148,61,7/22/2003,141,6.8,219,
The Mexican,Action,9.958406,57,148,91,3/1/2001,123,5.8,453,
Resident Evil: Extinction,Horror,3.009134,45,148,103,9/20/2007,94,6.1,1308,Resident Evil Collection
Spy Kids,Action,9.576745,35,148,113,3/18/2001,88,5.5,893,Spy Kids Collection
No Strings Attached,Comedy,8.88057,25,148,123,1/21/2011,107,6.1,1367,
The Game Plan,Comedy,9.627676,22,148,126,9/28/2007,110,6,434,
Swordfish,Action,9.646208,102,147,45,6/7/2001,99,6.1,946,
The Last Witch Hunter,Fantasy,13.412445,90,147,57,10/21/2015,106,5.7,1345,
Source Code,Thriller,9.796962,32,147,115,3/30/2011,93,7.1,2752,
Ben-Hur,Action,14.319743,15,147,132,12/26/1959,212,7.5,660,
Romeo + Juliet,Drama,11.774061,15,147,132,10/31/1996,120,6.7,1406,
King Arthur: Legend of the Sword,Action,44.251369,175,146,-29,4/27/2017,126,6.5,1506,
Lilo & Stitch,Animation,18.469238,80,146,66,6/21/2002,85,7.1,1371,Lilo & Stitch Collection
Music and Lyrics,Comedy,7.196688,40,146,106,2/9/2007,96,6.2,569,
The Secret World of Arrietty,Fantasy,8.636052,37,146,109,7/16/2010,94,7.4,701,
The Color Purple,Drama,11.573562,15,146,131,12/18/1985,154,7.7,345,
Mama,Horror,16.018525,15,146,131,1/17/2013,100,6,1452,
Driving Miss Daisy,Comedy,10.703677,8,146,138,12/13/1989,99,7,358,
Police Academy,Comedy,8.354488,5,146,141,3/22/1984,96,6.5,614,Police Academy Collection
Chronicle,Science Fiction,12.47441,15,145,130,2/1/2012,84,6.6,1965,
Charlotte's Web,Comedy,10.254314,85,144,59,12/15/2006,97,5.8,300,
Pete's Dragon,Adventure,12.189941,65,144,79,8/10/2016,102,6.2,697,
I Am Number Four,Action,9.388376,50,144,94,2/18/2011,109,5.9,1606,
The Beach,Drama,14.430311,40,144,104,2/11/2000,119,6.3,1271,
The Exorcism of Emily Rose,Crime,10.966015,19,144,125,9/9/2005,122,6.3,675,
Spy Game,Action,18.186839,92,143,51,11/18/2001,126,6.8,592,
Meet Joe Black,Fantasy,14.026744,90,143,53,11/12/1998,178,6.9,1174,
"Crazy, Stupid, Love.",Comedy,10.246173,50,143,93,7/29/2011,118,7,2522,
Paranormal Activity 4,Horror,6.188286,5,143,138,10/17/2012,95,5.2,574,Paranormal Activity Collection
Power Rangers,Action,23.247298,100,142,42,3/23/2017,124,6.3,1321,
The Legend of Zorro,Action,8.940007,75,142,67,10/24/2005,129,5.9,909,Zorro Collection
New Year's Eve,Comedy,6.948818,56,142,86,12/8/2011,118,5.7,744,
Gothika,Horror,10.939066,40,142,102,11/21/2003,98,5.8,643,
Legally Blonde,Comedy,12.769371,18,142,124,7/13/2001,96,6.2,908,Legally Blonde Collection
The Devil's Own,Crime,10.675073,90,141,51,3/12/1997,107,5.9,300,
Evita,History,6.709803,55,141,86,12/14/1996,134,5.9,122,
Scary Movie 2,Comedy,10.869056,45,141,96,7/4/2001,83,5.4,1019,Scary Movie Collection
Shallow Hal,Comedy,12.520688,40,141,101,11/1/2001,114,5.7,764,
Trainwreck,Comedy,17.310647,35,141,106,7/17/2015,125,5.9,1193,
Die Hard,Action,16.640522,28,141,113,7/15/1988,131,7.5,4005,Die Hard Collection
Bad Boys,Action,9.262184,19,141,122,4/7/1995,118,6.5,1729,Bad Boys Collection
Sausage Party,Adventure,17.56963,19,141,122,7/11/2016,83,5.6,2310,
Thunderball,Adventure,10.517835,6,141,135,12/16/1965,130,6.5,572,James Bond Collection
Animal House,Comedy,7.525382,3,141,138,7/27/1978,109,7,420,
Legend of the Guardians: The Owls of Ga'Hoole,Animation,17.674048,80,140,60,7/10/2010,97,6.5,715,
Deep Impact,Action,11.644633,75,140,65,5/8/1998,120,5.9,870,
Monster House,Animation,15.402378,75,140,65,7/21/2006,91,6.3,912,
Anastasia,Animation,11.911173,53,140,87,11/20/1997,94,7.4,1481,
Step Up Revolution,Music,7.859968,33,140,107,7/26/2012,99,6.7,679,Step Up Collection
The SpongeBob SquarePants Movie,Animation,11.213712,30,140,110,11/14/2004,87,6.7,593,SpongeBob Collection
Lion,Drama,17.085145,12,140,128,11/24/2016,118,8,1699,
American Graffiti,Comedy,9.188584,1,140,139,8/1/1973,110,6.9,330,American Graffiti Collection
Star Trek: The Motion Picture,Science Fiction,8.277765,35,139,104,12/6/1979,132,6.2,541,Star Trek: The Original Series Collection
Saw IV,Horror,12.233863,10,139,129,10/25/2007,93,5.9,938,Saw Collection
Platoon,Drama,18.206972,6,139,133,12/18/1986,120,7.5,1236,
Far and Away,Adventure,7.472753,60,138,78,5/22/1992,140,6.3,294,
Contagion,Drama,8.244359,60,138,78,9/8/2011,106,6.2,1351,
Bridge to Terabithia,Adventure,8.460206,60,138,78,2/16/2007,96,7,1146,
Big Momma's House 2,Comedy,7.622875,40,138,98,1/26/2006,99,5.4,376,"name': ""Big Momma's House Collection"", "
Last Action Hero,Adventure,9.434006,85,137,52,6/18/1993,130,6.1,725,
Conspiracy Theory,Action,14.261798,75,137,62,8/7/1997,135,6.5,440,
The Godfather: Part III,Crime,17.185349,54,137,83,12/24/1990,162,7.1,1589,The Godfather Collection
Anaconda,Adventure,14.386089,45,137,92,4/11/1997,89,4.8,624,Anaconda Collection
Remember the Titans,Drama,6.587726,30,137,107,9/29/2000,113,7.4,835,
Let's Be Cops,Comedy,15.962793,17,137,120,8/13/2014,104,6.4,1234,
The Best Exotic Marigold Hotel,Drama,9.23046,10,137,127,11/28/2011,124,6.9,468,Best Exotic Marigold Hotel Collection
Lost in Space,Adventure,12.000579,80,136,56,4/3/1998,130,5,395,
Stardust,Adventure,14.784525,70,136,66,8/9/2007,127,7.2,1215,
The Bounty Hunter,Action,6.715263,40,136,96,3/16/2010,110,5.6,878,
17 Again,Comedy,11.362762,20,136,116,3/11/2009,102,6.1,1388,
Saw: The Final Chapter,Horror,16.626655,20,136,116,10/21/2010,90,5.8,758,Saw Collection
The Jungle Book 2,Family,10.605851,20,136,116,2/7/2003,72,5.6,278,The Jungle Book Collection
Love Story,Drama,6.127903,2,136,134,12/16/1970,99,6.6,123,
Wall Street: Money Never Sleeps,Drama,9.819864,70,135,65,9/2/2010,133,5.8,504,Wall Street Collection
A Perfect World,Crime,8.040589,30,135,105,11/24/1993,138,7.2,376,
Babel,Drama,12.60853,25,135,110,9/8/2006,143,6.9,1083,
Sense and Sensibility,Drama,10.673167,17,135,118,12/13/1995,136,7.2,364,
Point Break,Action,7.291872,105,134,29,12/3/2015,114,5.5,795,
Annie,Comedy,13.275529,65,134,69,12/19/2014,119,6,472,
Scent of a Woman,Drama,14.505987,31,134,103,12/23/1992,157,7.3,763,
Pok̩mon: The Movie 2000,Adventure,7.554848,30,134,104,7/17/1999,84,6.4,201,Pok̩mon Collection
Last Vegas,Comedy,9.157369,28,134,106,10/31/2013,105,6.4,813,
Hot Shots! Part Deux,Action,13.482371,25,134,109,5/21/1993,86,6.2,463,Hot Shots! Collection
Asterix at the Olympic Games,Fantasy,9.671944,97,133,36,1/13/2008,116,5,486,Asterix and Obelix Collection
V for Vendetta,Action,20.214422,54,133,79,3/15/2006,132,7.7,4562,
Zero Dark Thirty,Thriller,9.649303,40,133,93,12/19/2012,157,6.7,1723,
The Big Short,Comedy,13.143061,28,133,105,12/11/2015,130,7.3,2679,
Star Trek IV: The Voyage Home,Science Fiction,12.596956,24,133,109,11/25/1986,119,6.9,490,Star Trek: The Original Series Collection
Bringing Down the House,Comedy,5.762343,20,133,113,3/7/2003,105,5.4,191,
The Artist,Drama,11.440948,15,133,118,5/15/2011,100,7.3,1075,
The Three Musketeers,Adventure,6.303466,75,132,57,8/31/2011,110,5.6,945,
2 Guns,Action,13.336512,61,132,71,8/2/2013,109,6.6,1611,
Perfume: The Story of a Murderer,Crime,10.297304,50,132,82,9/13/2006,147,7.1,1198,
Bewitched,Comedy,9.276085,85,131,46,6/21/2005,102,4.8,463,
Seven Years in Tibet,Adventure,11.483493,70,131,61,9/12/1997,136,7,644,
Blade,Horror,15.043454,45,131,86,8/21/1998,120,6.5,1950,Blade Collection
School of Rock,Comedy,17.95142,35,131,96,10/3/2003,108,6.8,1454,
Unknown,Action,14.443599,30,131,101,2/16/2011,113,6.5,1288,
Cloud Atlas,Drama,13.494246,102,130,28,10/26/2012,172,6.6,3031,
Munich,Drama,9.668761,70,130,60,12/22/2005,164,7,706,
Man on Fire,Action,9.635691,70,130,60,4/23/2004,146,7.3,1583,
Jingle All the Way,Family,7.898202,60,130,70,11/15/1996,89,5.5,583,Jingle All the Way Collection
"You, Me and Dupree",Comedy,8.570085,54,130,76,7/14/2006,108,5.4,421,
Julie & Julia,Romance,8.142089,40,130,90,8/6/2009,123,6.6,579,
Space Cowboys,Action,7.45761,65,129,64,7/31/2000,130,6.3,407,
Blade: Trinity,Science Fiction,18.860681,65,129,64,12/8/2004,123,5.7,1276,Blade Collection
Cheaper by the Dozen 2,Comedy,7.101422,60,129,69,12/21/2005,94,5.8,542,Cheaper by the Dozen Collection
The Nutty Professor,Fantasy,9.651581,54,129,75,6/26/1996,95,5.4,717,The Nutty Professor Collection
Resident Evil: Apocalypse,Horror,7.850797,45,129,84,9/10/2004,94,6.1,1286,Resident Evil Collection
The Talented Mr. Ripley,Thriller,11.65502,40,129,89,12/25/1999,139,7.1,790,
Atonement,Drama,8.913338,30,129,99,8/29/2007,123,7.4,1075,
About a Boy,Drama,10.956665,27,129,102,4/26/2002,101,6.6,627,
Mean Girls,Comedy,11.454835,17,129,112,4/30/2004,97,6.9,2401,Mean Girls Collection
Pan,Adventure,11.30428,150,128,-22,9/24/2015,111,5.9,979,
Red Cliff,Adventure,11.867516,80,128,48,7/10/2008,150,7.1,207,Red Cliff Collection
Step Brothers,Comedy,8.579638,65,128,63,7/25/2008,98,6.5,1084,
U-571,Action,7.879924,62,128,66,4/20/2000,116,6.1,345,
The Heartbreak Kid,Comedy,9.149612,60,128,68,10/5/2007,116,5.7,414,
A Perfect Murder,Crime,9.430812,60,128,68,6/5/1998,107,6.3,320,
First Knight,Action,15.178338,55,128,73,7/7/1995,134,5.9,319,
The Forbidden Kingdom,Action,6.997601,55,128,73,4/18/2008,104,6.3,476,
The Adjustment Bureau,Science Fiction,9.420301,50,128,78,3/3/2011,106,6.5,1677,
Failure to Launch,Comedy,9.438013,50,128,78,3/10/2006,97,5.5,407,
Out of Africa,Drama,14.004074,31,128,97,12/20/1985,161,7,290,
The Woman in Black,Drama,8.896679,17,128,111,2/1/2012,95,6.1,1237,The Woman in Black Collection
Walking With Dinosaurs,Animation,8.883866,80,127,47,12/18/2013,87,5.2,136,
Law Abiding Citizen,Drama,16.639047,53,127,74,10/15/2009,109,7.2,1522,
Lucy,Action,36.447603,40,127,87,7/14/2014,89,6.3,6048,
March of the Penguins,Documentary,9.435123,8,127,119,1/26/2005,80,6.9,371,
Ender's Game,Science Fiction,12.500305,110,126,16,10/23/2013,114,6.6,2354,
Predators,Action,9.034929,40,126,86,7/3/2010,107,6,1231,Predator Collection
Mechanic: Resurrection,Action,14.288577,40,126,86,8/25/2016,99,5.3,1236,Mechanic Collection
Sex Tape,Comedy,27.470696,40,126,86,7/17/2014,97,5.2,1733,
L.A. Confidential,Crime,10.989442,35,126,91,9/19/1997,138,7.7,1340,
This Is the End,Action,11.414048,32,126,94,6/12/2013,107,6.2,2394,
I Know What You Did Last Summer,Horror,7.417157,17,126,109,10/17/1997,100,5.6,698,I Know What You Did Last Summer Collection
Porky's,Comedy,12.650546,4,126,122,11/13/1981,94,6.1,185,"name': ""Porky's Collection"", "
Coraline,Animation,16.639915,60,125,65,2/5/2009,100,7.3,1432,
"Legally Blonde 2: Red, White & Blonde",Comedy,7.288046,45,125,80,7/2/2003,95,5.2,386,Legally Blonde Collection
Ray,Drama,10.603762,40,125,85,10/29/2004,152,7.2,481,
Ride Along 2,Action,9.420931,40,125,85,1/14/2016,102,6.1,567,Ride Along Collection
First Blood,Action,14.778884,15,125,110,10/22/1982,93,7.2,1523,Rambo Collection
Goldfinger,Adventure,13.78884,3,125,122,9/17/1964,110,7.2,1005,James Bond Collection
The Time Machine,Science Fiction,8.918134,80,124,44,3/4/2002,96,5.8,644,
The Thomas Crown Affair,Drama,10.961226,48,124,76,8/6/1999,113,6.7,349,
The Help,Drama,7.486118,25,124,99,8/9/2011,146,7.9,1966,
The Theory of Everything,Drama,11.85302,15,124,109,11/26/2014,123,7.8,3403,
"Good Morning, Vietnam",Comedy,9.023282,13,124,111,12/23/1987,121,7.1,658,
Nutty Professor II: The Klumps,Fantasy,6.671316,84,123,39,7/27/2000,106,4.7,338,The Nutty Professor Collection
Spirit: Stallion of the Cimarron,Western,16.724836,80,123,43,5/24/2002,83,7.4,870,
Big Fish,Adventure,14.739983,70,123,53,12/25/2003,125,7.6,2064,
Escape Plan,Action,14.191611,50,123,73,10/9/2013,115,6.7,1688,
Blended,Comedy,10.395472,40,123,83,5/21/2014,117,6.6,1028,
Wolf Totem,Adventure,6.542647,38,123,85,2/19/2015,116,6.4,137,
Hide and Seek,Horror,6.102059,25,123,98,1/27/2005,101,6.1,455,
The Wedding Singer,Romance,8.884035,18,123,105,2/13/1998,95,6.5,603,
The Queen,Drama,7.904371,15,123,108,9/15/2006,103,6.8,344,
Magic Mike XXL,Comedy,8.76993,15,123,108,7/1/2015,115,6.2,716,Magic Mike Collection
The Ten Commandments,Drama,11.14704,13,123,110,10/5/1956,220,7.5,358,
Deepwater Horizon,Drama,13.1984,110,122,12,9/29/2016,107,6.5,1478,
Peter Pan,Adventure,8.98628,100,122,22,12/25/2003,113,6.9,671,
Surrogates,Action,16.211937,80,122,42,9/24/2009,89,5.9,1219,
Dragon Blade,Action,5.462048,65,122,57,2/19/2015,127,5.9,146,
Invictus,Drama,9.109838,60,122,62,12/10/2009,134,7,1150,
Executive Decision,Action,13.106291,55,122,67,3/15/1996,133,5.8,261,
Prisoners,Drama,11.96262,46,122,76,9/18/2013,153,7.9,3183,
MouseHunt,Comedy,6.456233,38,122,84,12/19/1997,98,6.2,297,
Nanny McPhee,Fantasy,9.806554,25,122,97,10/21/2005,97,6.4,742,Nanny McPhee Collection
Wayne's World,Music,10.180776,20,122,102,2/14/1992,94,6.5,738,Wayne's World Collection
Mortal Kombat,Action,10.870138,18,122,104,8/18/1995,101,5.4,452,Mortal Kombat Collection
Poltergeist,Horror,11.776326,11,122,111,6/4/1982,114,7.1,811,Poltergeist Collection
Starship Troopers,Adventure,14.412644,105,121,16,11/6/1997,129,6.7,1584,Starship Troopers Collection
Red Cliff Part II,War,7.309903,80,121,41,1/7/2009,136,7.1,110,Red Cliff Collection
Pride & Prejudice,Drama,14.439083,28,121,93,9/16/2005,135,7.8,1406,
Superbad,Comedy,16.205105,20,121,101,8/17/2007,113,7,2152,
Allied,Action,13.085186,85,120,35,11/17/2016,124,6.6,1415,
Intolerable Cruelty,Crime,13.469862,60,120,60,9/2/2003,100,5.8,400,
We Bought a Zoo,Drama,10.563152,50,120,70,12/22/2011,124,6.5,928,
Rocky V,Drama,14.007329,42,120,78,10/18/1990,104,5.3,688,Rocky Collection
Apocalypto,Action,7.735233,40,120,80,12/7/2006,139,7.3,1252,
Eight Below,Adventure,13.876881,40,120,80,2/17/2006,120,6.7,553,
Star Trek: Generations,Science Fiction,8.105708,38,120,82,11/17/1994,118,6.4,461,Star Trek: The Next Generation Collection
Spy Kids 2: The Island of Lost Dreams,Action,7.164131,38,120,82,8/7/2002,100,5.3,533,Spy Kids Collection
The Pianist,Drama,14.811594,35,120,85,9/24/2002,150,8.1,1927,
Parental Guidance,Comedy,11.746053,25,120,95,12/25/2012,104,5.8,212,
Road Trip,Comedy,8.00158,16,120,104,5/19/2000,93,5.9,550,Road Trip Collection
Lethal Weapon,Adventure,13.183804,15,120,105,3/6/1987,110,7,1367,Lethal Weapon Collection
PK,Comedy,12.58752,13,120,107,12/18/2014,153,7.7,262,
Lost in Translation,Drama,11.609441,4,120,116,8/31/2003,102,7.3,1943,
Blazing Saddles,Western,13.233262,3,120,117,2/7/1974,93,7.2,619,
Sahara,Action,8.946243,130,119,-11,4/6/2005,124,5.7,440,
Message in a Bottle,Romance,5.101392,80,119,39,2/22/1999,131,5.9,198,
Charlie Wilson's War,Comedy,9.979162,75,119,44,12/19/2007,102,6.5,342,
Unfaithful,Thriller,8.96839,50,119,69,5/10/2002,124,6.3,282,
Beverly Hills Cop III,Action,11.787784,50,119,69,5/24/1994,104,5.5,445,Beverly Hills Cop Collection
The Omen,Drama,5.670679,25,119,94,6/6/2006,110,5.3,287,
The Shallows,Horror,13.689175,17,119,102,6/24/2016,86,6.2,1619,
Fried Green Tomatoes,Drama,6.584254,11,119,108,12/27/1991,130,7.6,298,
The Purge: Election Year,Action,13.1789,10,119,109,6/29/2016,105,6.1,1356,The Purge Collection
Fahrenheit 9/11,,6.83946,6,119,113,6/25/2004,122,6.9,403,
Pompeii,Action,12.204174,130,118,-12,2/18/2014,105,5.2,1294,
Now You See Me,Thriller,17.852022,75,118,43,5/29/2013,115,7.3,5635,Now You See Me Collection
Star Trek: Insurrection,Science Fiction,9.538877,70,118,48,12/10/1998,103,6.3,402,Star Trek: The Next Generation Collection
The Saint,Thriller,10.97633,68,118,50,4/3/1997,116,5.9,310,The Saint Collection
Blue Streak,Action,6.229424,65,118,53,9/17/1999,93,6.1,359,
The Pirates! In an Adventure with Scientists!,Animation,10.271517,60,118,58,3/12/2012,88,6.4,379,
The Client,Drama,15.263829,45,118,73,7/20/1994,119,6.4,287,
The Forgotten,Crime,6.40146,42,118,76,9/24/2004,91,5.5,359,
Why Him?,Comedy,14.531429,38,118,80,12/22/2016,111,6.3,1203,
The Wind Rises,Animation,9.310866,30,118,88,7/20/2013,126,7.7,720,
Final Destination 3,Horror,11.872997,25,118,93,2/10/2006,93,5.8,1000,Final Destination Collection
Disturbia,Thriller,18.006896,20,118,98,4/12/2007,105,6.6,1038,
Beethoven's 2nd,Family,5.886769,15,118,103,12/14/1993,89,5,175,Beethoven Collection
S.W.A.T.,Action,13.334952,80,117,37,8/8/2003,117,5.8,780,S.W.A.T. Collection
The Siege,Drama,9.019114,70,117,47,11/6/1998,116,6.1,361,
A Knight's Tale,Adventure,10.90061,65,117,52,5/11/2001,132,6.6,933,
Corpse Bride,Romance,12.920032,40,117,77,9/9/2005,77,7.2,1957,
Horrible Bosses,Comedy,9.856955,35,117,82,7/8/2011,98,6.4,2341,Horrible Bosses Collection
Warm Bodies,Horror,10.430238,35,117,82,1/31/2013,97,6.4,2698,
Dennis the Menace,Family,10.378902,35,117,82,6/23/1993,94,5.5,280,Dennis the Menace Collection
Finding Neverland,Drama,15.529604,25,117,92,10/17/2004,106,7.2,1269,
Jackass 3D,Comedy,10.997518,20,117,97,10/15/2010,94,6.4,434,Jackass Collection
The Piano,Drama,7.436758,7,117,110,5/19/1993,121,7.1,290,
Rocky,Drama,14.774066,1,117,116,11/21/1976,119,7.5,1843,Rocky Collection
The Chronicles of Riddick,Action,5.060352,105,116,11,6/11/2004,119,6.3,1593,The Chronicles of Riddick Collection
Casino,Drama,10.137389,52,116,64,11/22/1995,178,7.8,1343,
Sliver,Drama,11.23297,40,116,76,5/21/1993,108,4.9,144,
A Nightmare on Elm Street,Horror,10.40191,35,116,81,4/30/2010,95,5.5,771,A Nightmare on Elm Street Collection
The Notebook,Romance,15.239013,29,116,87,6/25/2004,123,7.7,3163,
Closer,Drama,10.860952,27,116,89,12/1/2004,104,6.7,845,
The First Wives Club,Comedy,10.177303,26,116,90,9/20/1996,102,6.5,172,
The Butler,Drama,11.061894,25,116,91,8/16/2013,132,7.2,1134,
The Towering Inferno,Action,7.469056,14,116,102,12/14/1974,159,7.1,230,
Diamonds Are Forever,Adventure,12.00491,7,116,109,12/13/1971,120,6.3,562,James Bond Collection
We Were Soldiers,Action,11.34706,75,115,40,3/1/2002,138,6.7,531,
DragonHeart,Fantasy,23.63659,57,115,58,5/31/1996,103,6.4,553,DragonHeart Collection
Office Christmas Party,Comedy,8.228918,45,115,70,11/25/2016,105,5.4,541,
The Lake House,Romance,12.589019,40,115,75,6/16/2006,99,6.5,689,
Get Shorty,Comedy,12.669608,30,115,85,10/20/1995,105,6.4,305,Chili Palmer Collection
Freddy vs. Jason,Horror,14.015739,30,115,85,8/15/2003,97,5.8,608,Friday the 13th Collection
Bride Wars,Comedy,8.33501,30,115,85,1/9/2009,89,5.9,884,
The Blues Brothers,Music,10.076901,27,115,88,6/17/1980,133,7.5,1092,The Blues Brothers Collection
Dear John,Drama,8.371479,25,115,90,2/4/2010,115,6.6,1302,
Pitch Perfect,Comedy,11.03595,17,115,98,9/28/2012,112,7.3,2310,Pitch Perfect Collection
The Iron Lady,History,7.421245,13,115,102,12/30/2011,105,6.2,540,
Seventh Son,Adventure,15.297821,95,114,19,12/12/2014,102,5.2,980,
Insomnia,Crime,11.424974,46,114,68,5/24/2002,118,6.8,1181,
Coyote Ugly,Comedy,15.650836,45,114,69,7/30/2000,100,5.8,590,
Water for Elephants,Drama,7.649466,38,114,76,3/15/2011,120,6.7,879,
Hope Springs,Drama,7.255301,30,114,84,8/7/2012,100,5.8,287,
Step Up,Music,14.21769,12,114,102,8/11/2006,104,6.7,1092,Step Up Collection
Saw V,Horror,10.165499,11,114,103,10/23/2008,92,6,848,Saw Collection
The Collector,Horror,6.727804,3,114,111,7/9/2009,88,6.3,365,The Collector Collection
Judge Dredd,Science Fiction,8.184815,90,113,23,6/30/1995,96,5.4,643,
Body of Lies,Action,12.886125,70,113,43,10/10/2008,128,6.5,919,
The Pacifier,Action,7.81645,56,113,57,3/4/2005,95,5.8,865,
Changeling,Crime,11.672394,55,113,58,1/30/2008,141,7.3,1151,
Striptease,Drama,11.341502,50,113,63,6/28/1996,115,4.4,210,
Rambo,Action,9.91556,50,113,63,1/24/2008,92,6.4,1009,Rambo Collection
